open;high;low;close;volume;marketCap;timestamp
26228.2778603251;26774.6233565855;26171.4518522882;26539.6744424527;13811359124.32;517140816824;"2023-09-14T00:00:00.000Z"
26533.8188377296;26840.4979252215;26240.7006254309;26608.6933649124;11479735788.3;518517274733.03;"2023-09-15T00:00:00.000Z"
26606.1986522569;26754.7701833188;26473.8907765725;26568.2812876599;7402031416.6;517755173478.6;"2023-09-16T00:00:00.000Z"
26567.9275830021;26617.997627579;26445.0751254567;26534.18751685;6774210669.73;517116820259.64;"2023-09-17T00:00:00.000Z"
26532.9947937991;27414.734259256;26415.5158457515;26754.2810377253;15615339654.79;521431894478.28;"2023-09-18T00:00:00.000Z"
26760.8510057672;27488.7638021952;26681.6057746944;27211.1178197241;13807690550.44;530358455132.04;"2023-09-19T00:00:00.000Z"
27210.2284915397;27379.5060737309;26864.0823200663;27132.0073401285;13281116603.72;528841974545.7;"2023-09-20T00:00:00.000Z"
27129.8400209459;27152.9385802242;26389.3002858724;26567.6329044034;13371443707.65;517864270862.51;"2023-09-21T00:00:00.000Z"
26564.0561677608;26726.0780348598;26495.5324127361;26579.5686371325;10578746708.52;518118003343.51;"2023-09-22T00:00:00.000Z"
26578.5559271151;26634.1859848479;26520.5198304857;26579.3897405605;7404700300.94;518140112048.32;"2023-09-23T00:00:00.000Z"
26579.3739860713;26716.0584624373;26221.050004588;26256.8257867445;8192867685.97;511876976253.54;"2023-09-24T00:00:00.000Z"
26253.7752994376;26421.5083555994;26011.4696157754;26298.4795511748;11997833256.53;512712185601.52;"2023-09-25T00:00:00.000Z"
26294.7586727413;26389.8847847517;26090.7124028396;26217.2493357507;9985498161.06;511151155986.8;"2023-09-26T00:00:00.000Z"
26209.498349443;26817.8423152758;26111.4643819932;26352.7176189088;11718380997.24;513818515485.06;"2023-09-27T00:00:00.000Z"
26355.812394562;27259.4992234082;26327.3217124363;27021.5467647385;14079002707.33;526883682824.27;"2023-09-28T00:00:00.000Z"
27024.8417139356;27225.9384299173;26721.762796688;26911.7216027656;10396435377.43;524766460979.21;"2023-09-29T00:00:00.000Z"
26911.6891847171;27091.7955078372;26888.9678037149;26967.9163010637;5331172801.03;525885640459.76;"2023-09-30T00:00:00.000Z"
26967.3974331494;28047.2377100269;26965.0942923201;27983.7503817847;9503917434.43;545719315434.05;"2023-10-01T00:00:00.000Z"
27976.7991520291;28494.4596384314;27347.7875796333;27530.784889745;19793041321.84;536912579985.45;"2023-10-02T00:00:00.000Z"
27508.2518188075;27667.1920311533;27216.0013225348;27429.9790166632;11407814186.59;534975274335.57;"2023-10-03T00:00:00.000Z"
27429.074995009;27826.6579481943;27248.1062465564;27799.3940958796;11143355313.54;542203190963.03;"2023-10-04T00:00:00.000Z"
27798.6471269996;28091.8612370672;27375.6014238251;27415.9119821677;11877253669.95;534747363212.19;"2023-10-05T00:00:00.000Z"
27412.1224236917;28252.5375699066;27215.5524462077;27946.5967799289;13492391598.97;545126652148.46;"2023-10-06T00:00:00.000Z"
27946.781632977;28028.0920869055;27870.4234580531;27968.8388707898;6553044316.48;545589873920.51;"2023-10-07T00:00:00.000Z"
27971.6781072086;28102.1703909258;27740.6630244878;27935.0895806612;7916875289.67;544957531993.92;"2023-10-08T00:00:00.000Z"
27934.4721623395;27989.4709019697;27302.5619189233;27583.6785949548;12007668568.18;538127916933.08;"2023-10-09T00:00:00.000Z"
27589.2011015988;27715.8483474204;27301.655078145;27391.0195174366;9973350678.17;534398434701.94;"2023-10-10T00:00:00.000Z"
27392.0755460815;27474.1161865287;26561.099365503;26873.3211207589;13648094333.06;524325019033.96;"2023-10-11T00:00:00.000Z"
26873.2924913908;26921.4389028815;26558.320783999;26756.7986388286;9392909295.17;522077986120.86;"2023-10-12T00:00:00.000Z"
