"theDate","opening","opening","highest","lowest","closing","volume","marketcap","CoinSymbol","CoinDesc"
"2020-10-30",0.992901027202606,0.992901027202606,1.01213300228119,0.973951995372772,0.977144002914429,32991363,8602705,"SRM",""
"2020-10-31",0.095068999,0.095068999,0.095494002,0.091095001,0.091842003,90734,15615850,"ALEPH",""
"2020-10-31",3.70098304748535,3.70098304748535,3.72260308265686,3.61786389350891,3.63670802116394,3346019,344106144,"FTT",""
"2020-10-31",0.46281099319458,0.46281099319458,0.465238988399506,0.447726011276245,0.452203005552292,11712528,353777664,"GT",""
"2020-10-31",0.977144002914429,0.977144002914429,1.01295304298401,0.961158990859985,0.984291970729828,29070461,8602705,"SRM",""
"2020-11-01",0.09305597,0.09305597,0.18206603,0.08804785,0.17130821,35338709245.94,5329823912.19,"ADA",""
"2020-11-01",0.091842003,0.091842003,0.092823997,0.08427,0.084436998,98084,15615850,"ALEPH",""
"2020-11-01",261.75823236,261.75823236,367.9514763,232.3554746,316.42018528,91938480046.47,5881369223.13,"BCH",""
"2020-11-01",28.43121468,28.43121468,35.28230836,25.89715055,31.39278584,11623758395.6,4533324240.44,"BNB",""
"2020-11-01",0.60911649,0.60911649,1.1878821,0.33562524,0.51823966,30145389.07,12768144.2,"ERG",""
"2020-11-01",386.5903379,386.5903379,621.17342049,371.31273818,614.84252202,507753255879.57,69873714778.48,"ETH",""
"2020-11-01",3.6366879940033,3.6366879940033,3.67861604690552,3.48277902603149,3.50238394737244,5343495,344106144,"FTT",""
"2020-11-01",0.452203005552292,0.452203005552292,0.459226995706558,0.41991999745369,0.431169986724854,13387268,353777664,"GT",""
"2020-11-01",3.00399272,3.00399272,5.79775706,2.48042237,4.7331046,2134519033.51,512493771,"SNX",""
"2020-11-01",0.06927039,0.06927039,0.09066863,0.05203977,0.07306349,3525486.77,4131202.13,"SOUL",""
"2020-11-01",0.984291970729828,0.984291970729828,1.00691294670105,0.937547028064728,0.937601983547211,31588459,8602705,"SRM",""
"2020-11-01",0.09310253,0.09310253,0.22622899,0.08306187,0.14354746,37308629.55,48323268.36,"TRAC",""
"2020-11-01",0.00615958,0.00615958,0.00944337,0.00497114,0.0092103,52700924.02,112347186.07,"XDC",""
"2020-11-01",1.97597956,1.97597956,2.94138614,1.78892158,2.48006806,7659596832.93,1864425965.55,"XTZ",""
"2020-11-02",0.08444,0.08444,0.085694,0.080261998,0.084477,105214,15615850,"ALEPH",""
"2020-11-02",0.25728996,0.25728996,0.29678277,0.22212434,0.26649429,425851036.28,299011533.25,"ALGO",""
"2020-11-02",2.32147654,2.32147654,2.56648757,1.69284302,2.23551579,21832250.63,74654382,"AR",""
"2020-11-02",0.10082853,0.10082853,0.12669372,0.07774225,0.12600454,4175477.45,15120545,"AUDIO",""
"2020-11-02",3.68266358,3.68266358,3.90710635,3.0028878,3.47659784,186131538.04,85176646.99,"AVAX",""
"2020-11-02",1.63622225,1.63622225,1.78372012,1.41312408,1.44391627,18038789.01,179692083,"CELO",""
"2020-11-02",0.00957064,0.00957064,0.0108562,0.00892292,0.01039362,46688999.96,51144300.42,"CHZ",""
"2020-11-02",93.50507173,93.50507173,111.34336939,81.36276396,97.09571614,846210966.48,395656269,"COMP",""
"2020-11-02",0.25034471,0.25034471,0.25264007,0.19099224,0.22200329,715500.24,2653253,"DODO",""
"2020-11-02",4.22576921,4.22576921,4.8383977,3.88636969,4.37209313,3710660838,3727855175.86,"DOT",""
"2020-11-02",0.007025,0.007025,0.00735889,0.00505343,0.00589242,2448841.86,0,"EDG",""
"2020-11-02",7.68373835,7.68373835,8.37421792,7.00842323,8.25500851,43827575.39,113181160.91,"EGLD",""
"2020-11-02",0.01610456,0.01610456,0.02186041,0.01286255,0.01926299,75254841.62,41070682.39,"FTM",""
"2020-11-02",3.50237798690796,3.50237798690796,3.51426291465759,3.41408610343933,3.46636295318604,4308038,344106144,"FTT",""
"2020-11-02",0.431169986724854,0.431169986724854,0.440587997436523,0.397336006164551,0.4062420129776,12763072,353777664,"GT",""
"2020-11-02",0.02932219,0.02932219,0.03184579,0.02778201,0.03027788,109662777.97,181854715.1,"HBAR",""
"2020-11-02",0.16413741,0.16413741,0.18147526,0.15192546,0.17647091,3417128.46,8531587.74,"KDA",""
"2020-11-02",0.26830933,0.26830933,0.27281883,0.18279715,0.22071619,2604167.19,47877483,"KEEP",""
"2020-11-02",0.01410737,0.01410737,0.01713326,0.01175914,0.01573523,89179225.67,74650985,"MATIC",""
"2020-11-02",0.63429566,0.63429566,0.82735551,0.52596364,0.815197,82649857.41,142558752,"NEAR",""
"2020-11-02",1.9811129,1.9811129,2.53018193,1.34221768,2.49037349,2987848.55,2130092,"RARI",""
"2020-11-02",0.01204898,0.01204898,0.01545961,0.00950205,0.01443402,744237990.24,134958113,"RSR",""
"2020-11-02",0.99321815,0.99321815,1.08447052,0.94295375,0.97203572,25840.59,0,"RSV",""
"2020-11-02",1.5998403,1.5998403,2.48136883,1.28186754,2.15659813,133138410.95,98950578.5,"SOL",""
"2020-11-02",0.937600016593933,0.937600016593933,0.938703000545502,0.843540012836456,0.854815006256104,38447501,8602705,"SRM",""
"2020-11-02",6.89264226,6.89264226,7.78452388,6.29169693,7.28298521,81520853.81,403624207,"UMA",""
"2020-11-02",2.37930535,2.37930535,2.99585781,1.76381655,2.84861707,3204049697.13,617187406,"UNI",""
"2020-11-03",0.084476002,0.084476002,0.085100003,0.081238002,0.083814003,57729,15615850,"ALEPH",""
"2020-11-03",3.46633696556091,3.46633696556091,3.479470968,3.34015989303589,3.39567589759827,4565153,344106144,"FTT",""
"2020-11-03",0.4062420129776,0.4062420129776,0.415421009063721,0.394385010004044,0.408468008041382,6907502,353777664,"GT",""
"2020-11-03",0.854815006256104,0.854815006256104,0.855696022510529,0.793278992176056,0.833643019199371,29792800,8602705,"SRM",""
"2020-11-04",0.083815001,0.083815001,0.085299,0.080173001,0.084707998,64661,15615850,"ALEPH",""
"2020-11-04",3.39567089080811,3.39567089080811,3.54661297798157,3.38982701301575,3.52223110198975,7935107,344106144,"FTT",""
"2020-11-04",0.408468008041382,0.408468008041382,0.420078009366989,0.394544988870621,0.416451007127762,6591967,353777664,"GT",""
"2020-11-04",0.833643019199371,0.833643019199371,0.881343007087708,0.807473003864288,0.86286199092865,27112550,8602705,"SRM",""
"2020-11-05",0.084706999,0.084706999,0.090879001,0.079544999,0.090544999,91344,15615850,"ALEPH",""
"2020-11-05",3.5222270488739,3.5222270488739,3.63301491737366,3.49207901954651,3.63301491737366,13250278,344106144,"FTT",""
"2020-11-05",0.416458010673523,0.416458010673523,0.430058985948563,0.407032996416092,0.426667988300323,8780032,353777664,"GT",""
"2020-11-05",0.86286199092865,0.86286199092865,1.00464904308319,0.861975014209747,0.995029985904694,32188877,8602705,"SRM",""
"2020-11-06",0.090558,0.090558,0.109103001654148,0.088909999,0.094664,233161,15615850,"ALEPH",""
"2020-11-06",3.63301491737366,3.63301491737366,3.65167093276978,3.33753800392151,3.42302703857422,8442047,344106144,"FTT",""
"2020-11-06",0.426667988300323,0.426667988300323,0.431459993124008,0.416664004325867,0.417773991823196,8325121,353777664,"GT",""
"2020-11-06",0.995029985904694,0.995029985904694,1.19892704486847,0.99363899230957,1.0800609588623,72337763,8602705,"SRM",""
"2020-11-07",0.094741002,0.094741002,0.10283599793911,0.090448998,0.102765999734402,84635,15615850,"ALEPH",""
"2020-11-07",3.42302703857422,3.42302703857422,3.5740110874176,3.41675591468811,3.546691895,2618451,344106144,"FTT",""
"2020-11-07",0.417773991823196,0.417773991823196,0.424365013837814,0.415733009576797,0.419777989387512,7845275,353777664,"GT",""
"2020-11-07",1.0800609588623,1.0800609588623,1.13496100902557,1.02928698062897,1.11680102348328,33190430,8602705,"SRM",""
"2020-11-08",0.102770000696182,0.102770000696182,0.113020002841949,0.099059999,0.113020002841949,174135,15615850,"ALEPH",""
"2020-11-08",3.54668998718262,3.54668998718262,3.59498405456543,3.4142439365387,3.5411159992218,4613146,344106144,"FTT",""
"2020-11-08",0.419779002666473,0.419779002666473,0.421844989061356,0.412232995033264,0.4183189868927,11427618,353777664,"GT",""
"2020-11-08",1.11680102348328,1.11680102348328,1.12802398204803,1.00820994377136,1.02739000320435,34526106,8602705,"SRM",""
"2020-11-09",0.113018997013569,0.113018997013569,0.123805001378059,0.112029999494553,0.117554001510143,169636,15615850,"ALEPH",""
"2020-11-09",0.26649432,0.26649432,0.29360655,0.2488608,0.25488568,360282491.04,288951420.92,"ALGO",""
"2020-11-09",2.23551682,2.23551682,2.44012027,2.08169633,2.283571,18385853.83,76259171,"AR",""
"2020-11-09",0.12600454,0.12600454,0.17156067,0.11749527,0.14032623,16253376.55,16839147,"AUDIO",""
"2020-11-09",3.47659784,3.47659784,3.81014814,3.26588732,3.53658018,174290680.03,86646214.5,"AVAX",""
"2020-11-09",1.44391884,1.44391884,1.9309051,1.44391884,1.70003753,22973332.17,211565789,"CELO",""
"2020-11-09",0.0103936,0.0103936,0.01119189,0.0101081,0.01062352,47331190.74,52275539.68,"CHZ",""
"2020-11-09",97.09571147,97.09571147,130.3592826,93.44903603,119.87542053,1110947879.74,497587072,"COMP",""
"2020-11-09",0.22200363,0.22200363,0.30169752,0.20216964,0.26225943,791060.37,3134371,"DODO",""
"2020-11-09",4.37209282,4.37209282,4.62040428,4.25032719,4.37998835,2547210498.95,3847021230.33,"DOT",""
"2020-11-09",0.00589275,0.00589275,0.00821472,0.00553863,0.00747975,2476024.89,0,"EDG",""
"2020-11-09",8.25500837,8.25500837,8.59376641,7.3410933,7.58327687,34457562.58,103971313.76,"EGLD",""
"2020-11-09",0.01926299,0.01926299,0.02200284,0.0170638,0.01766009,65004531.07,37670414.83,"FTM",""
"2020-11-09",3.54106092453003,3.54106092453003,3.6840090751648,3.5108380317688,3.656801939,4683727,344106144,"FTT",""
"2020-11-09",0.418318003416061,0.418318003416061,0.425541013479233,0.416658997535706,0.424244999885559,11490372,353777664,"GT",""
"2020-11-09",0.03027785,0.03027785,0.03497662,0.02970397,0.03127013,89158126.56,188072728.86,"HBAR",""
"2020-11-09",0.17647502,0.17647502,0.20403344,0.14674103,0.1663741,2659700.42,8131476.53,"KDA",""
"2020-11-09",0.2207256,0.2207256,0.24885694,0.18452587,0.19005364,2943676.87,41226200,"KEEP",""
"2020-11-09",0.01573523,0.01573523,0.01785087,0.01540893,0.01646086,76932401.28,78316795,"MATIC",""
"2020-11-09",0.81520023,0.81520023,0.98979812,0.76016269,0.82680108,126832311.77,258468855,"NEAR",""
"2020-11-09",2.49037653,2.49037653,2.55868474,1.81153399,1.83772399,2356466.09,1571861,"RARI",""
"2020-11-09",0.01443402,0.01443402,0.01886382,0.01340793,0.01548274,693337573.55,144763579,"RSR",""
"2020-11-09",0.97211584,0.97211584,1.07065222,0.94308949,0.99914481,18643.7,0,"RSV",""
"2020-11-09",2.15659813,2.15659813,2.30798752,1.83172821,2.04323394,98143125.24,93803903.72,"SOL",""
"2020-11-09",1.02739000320435,1.02739000320435,1.22651696205139,1.01627194881439,1.17782998085022,42436895,8602705,"SRM",""
"2020-11-09",7.28298627,7.28298627,9.10085065,6.7818715,8.35109375,96194077.48,463111439,"UMA",""
"2020-11-09",2.84861689,2.84861689,4.23602319,2.58628614,3.86200742,4348367648.83,847333504,"UNI",""
"2020-11-10",0.117517001926899,0.117517001926899,0.132929995656013,0.116865001618862,0.119018003344536,250081,15615850,"ALEPH",""
"2020-11-10",3.65679788589478,3.65679788589478,3.76633310317993,3.65363001823425,3.68981099128723,3320618,344106144,"FTT",""
"2020-11-10",0.424244999885559,0.424244999885559,0.432963013648987,0.42169800400734,0.430615991353989,10780747,353777664,"GT",""
"2020-11-10",1.17782998085022,1.17782998085022,1.19987905025482,1.09023296833038,1.10237896442413,47007484,8602705,"SRM",""
"2020-11-11",0.119018003344536,0.119018003344536,0.119805999100208,0.109557002782822,0.113903999328613,248755,15615850,"ALEPH",""
"2020-11-11",3.68981194496155,3.68981194496155,3.73726892471313,3.63105297088623,3.69179606437683,3492899,344106144,"FTT",""
"2020-11-11",0.43061500787735,0.43061500787735,0.431102991,0.416873008012772,0.425669014453888,9926986,353777664,"GT",""
"2020-11-11",1.1023770570755,1.1023770570755,1.12598598003387,1.01488602161407,1.03693103790283,42629171,8602705,"SRM",""
"2020-11-12",0.113889999687672,0.113889999687672,0.113889999687672,0.109686002135277,0.111028999090195,215750,15615850,"ALEPH",""
"2020-11-12",3.69180488586426,3.69180488586426,3.7488420009613,3.68885207176208,3.7377450466156,2209541,344106144,"FTT",""
"2020-11-12",0.425669014453888,0.425669014453888,0.42766198515892,0.419019013643265,0.426826000213623,10599672,353777664,"GT",""
"2020-11-12",1.03692996501923,1.03692996501923,1.09704303741455,1.03210401535034,1.06750595569611,37344945,8602705,"SRM",""
"2020-11-13",0.111045002937317,0.111045002937317,0.11184199899435,0.099532999,0.110466003417969,370634,15615850,"ALEPH",""
"2020-11-13",3.7377450466156,3.7377450466156,3.73845100402832,3.59143304824829,3.66434001922607,1951414,344106144,"FTT",""
"2020-11-13",0.426826000213623,0.426826000213623,0.427729994,0.417818993330002,0.421826988458633,10273899,353777664,"GT",""
"2020-11-13",1.06750595569611,1.06750595569611,1.08052098751068,1.0057510137558,1.03365004062653,49130419,8602705,"SRM",""
"2020-11-14",0.110471002757549,0.110471002757549,0.11404799669981,0.099867001,0.105253003537655,322157,15615850,"ALEPH",""
"2020-11-14",3.66434001922607,3.66434001922607,3.67845892906189,3.54695701599121,3.58964109420776,2188209,344106144,"FTT",""
"2020-11-14",0.421826988458633,0.421826988458633,0.423303991556168,0.413578987121582,0.419618993997574,11041577,353777664,"GT",""
"2020-11-14",1.03365004062653,1.03365004062653,1.18947899341583,1.03149402141571,1.18947398662567,58304412,8602705,"SRM",""
"2020-11-15",0.105255998671055,0.105255998671055,0.109917998313904,0.094571002,0.102251000702381,337189,15615850,"ALEPH",""
"2020-11-15",3.58964109420776,3.58964109420776,3.72744798660278,3.57709789276123,3.69150996208191,2793139,344106144,"FTT",""
"2020-11-15",0.419618993997574,0.419618993997574,0.420987993,0.413365989923477,0.41941899061203,11287440,353777664,"GT",""
"2020-11-15",1.18947398662567,1.18947398662567,1.33951795101166,1.16112494468689,1.27931296825409,97133892,8602705,"SRM",""
"2020-11-16",0.108383998274803,0.108383998274803,0.114570997655392,0.101433999836445,0.106472998857498,262734,15615850,"ALEPH",""
"2020-11-16",0.25488549,0.25488549,0.32447291,0.25272095,0.29703017,522100620.41,341279097.82,"ALGO",""
"2020-11-16",2.28356992,2.28356992,2.75843174,2.28356992,2.59471855,22941570.69,86649850,"AR",""
"2020-11-16",0.14033327,0.14033327,0.19003746,0.12722442,0.12730488,11016529.74,15276585,"AUDIO",""
"2020-11-16",3.53658018,3.53658018,4.08380332,3.4591204,3.88996878,172076126.93,95304235.03,"AVAX",""
"2020-11-16",1.70003375,1.70003375,2.12369879,1.62700454,2.00386595,21232134.54,249376543,"CELO",""
"2020-11-16",0.01062352,0.01062352,0.01149097,0.01039039,0.01109267,48978768.56,54584140.66,"CHZ",""
"2020-11-16",119.87541334,119.87541334,128.52417227,107.81289527,116.20434729,1101682137.83,483978945,"COMP",""
"2020-11-16",0.26225942,0.26225942,0.30903379,0.25198352,0.26130095,637874.96,3122916,"DODO",""
"2020-11-16",4.37998837,4.37998837,5.83437499,4.34586358,5.48185289,5442969968.83,4825834134.07,"DOT",""
"2020-11-16",0.00747975,0.00747975,0.00957476,0.00561334,0.00820312,6105134.15,0,"EDG",""
"2020-11-16",7.58327687,7.58327687,8.35916477,7.13951636,8.00078786,44728458.42,109695642.03,"EGLD",""
"2020-11-16",0.01766009,0.01766009,0.02048875,0.01643268,0.01873686,62903909,39984918.83,"FTM",""
"2020-11-16",3.70628094673157,3.70628094673157,3.89387392997742,3.693523884,3.84377288818359,5505091,344106144,"FTT",""
"2020-11-16",0.420239001512527,0.420239001512527,0.435824006795883,0.419741004705429,0.432276993989944,6060584,353777664,"GT",""
"2020-11-16",0.03127013,0.03127013,0.03448084,0.02967375,0.03366136,106354563.14,204058727.22,"HBAR",""
"2020-11-16",0.16634133,0.16634133,0.23884703,0.16435638,0.18838259,3166717.96,9320362.24,"KDA",""
"2020-11-16",0.19005805,0.19005805,0.27273864,0.17613522,0.24517056,3314840.32,53182093,"KEEP",""
"2020-11-16",0.01646085,0.01646085,0.02004075,0.01629581,0.01903587,105749430.9,90568080,"MATIC",""
"2020-11-16",0.8268009,0.8268009,1.20263259,0.79418346,1.07107708,242687570.86,210906879,"NEAR",""
"2020-11-16",1.83772232,1.83772232,2.84407214,1.57403407,2.67351359,5186182.29,2286738,"RARI",""
"2020-11-16",0.01548274,0.01548274,0.02544921,0.01510079,0.02209585,963255367.49,206596157,"RSR",""
"2020-11-16",0.99915105,0.99915105,1.06019152,0.96855611,0.99178925,42151.12,0,"RSV",""
"2020-11-16",102.95879531,102.95879531,1007.58521206,79.86841908,643.07246995,58802622.45,19268380,"SFI",""
"2020-11-16",2.04323394,2.04323394,2.49882755,1.99485284,2.14484477,111834343.15,98697801.15,"SOL",""
"2020-11-16",1.25279605388641,1.25279605388641,1.29874396324158,1.16359496116638,1.23706305027008,71928200,8602705,"SRM",""
"2020-11-16",8.3510749,8.3510749,8.80655918,7.60409789,8.16875693,81321342.54,453354041,"UMA",""
"2020-11-16",3.86200742,3.86200742,4.083962,3.24750812,3.65905312,6066536509.85,819231645,"UNI",""
"2020-11-17",0.106431998312473,0.106431998312473,0.113089002668858,0.097420998,0.106817997992039,191405,15615850,"ALEPH",""
"2020-11-17",3.84377288818359,3.84377288818359,3.94595098495483,3.72530889511108,3.79821610450745,9370594,344106144,"FTT",""
"2020-11-17",0.432276993989944,0.432276993989944,0.434042990207672,0.415710002183914,0.426690012,11754989,353777664,"GT",""
"2020-11-17",1.23706603050232,1.23706603050232,1.26210403442383,1.08895003795624,1.12893199920654,67205345,8602705,"SRM",""
"2020-11-18",0.1068279966712,0.1068279966712,0.112654998898506,0.096758001,0.099105,160993,15615850,"ALEPH",""
"2020-11-18",3.79820704460144,3.79820704460144,3.82210206985474,3.71816110610962,3.75542902946472,3860596,344106144,"FTT",""
"2020-11-18",0.426690012,0.426690012,0.455633997917175,0.419045001268387,0.447385996580124,12753305,353777664,"GT",""
"2020-11-18",1.12893199920654,1.12893199920654,1.16855502128601,1.07959401607513,1.11026799678802,45487545,8602705,"SRM",""
"2020-11-19",0.099105999,0.099105999,0.114023000001907,0.098808996,0.112701997160912,192307,15615850,"ALEPH",""
"2020-11-19",3.75543999671936,3.75543999671936,3.97430992126465,3.75543999671936,3.94914388656616,5729498,344106144,"FTT",""
"2020-11-19",0.447385996580124,0.447385996580124,0.469577014446259,0.445158988,0.45608401298523,10305455,353777664,"GT",""
"2020-11-19",1.11024796962738,1.11024796962738,1.21377301216125,1.11024796962738,1.1368180513382,48638827,8602705,"SRM",""
"2020-11-20",0.112700000405312,0.112700000405312,0.12338399887085,0.104699999094009,0.115443997085094,295572,15615850,"ALEPH",""
"2020-11-20",3.94914388656616,3.94914388656616,4.05994081497192,3.88179206848145,4.04835414886475,6709177,344106144,"FTT",""
"2020-11-20",0.45608401298523,0.45608401298523,0.472294002771378,0.448164999485016,0.468338996171951,12998273,353777664,"GT",""
"2020-11-20",1.1368180513382,1.1368180513382,1.26757097244263,1.12524902820587,1.25580298900604,54252370,8602705,"SRM",""
"2020-11-21",0.115443997085094,0.115443997085094,0.119253002107143,0.105351999402046,0.114119000732899,158877,15615850,"ALEPH",""
"2020-11-21",4.04835414886475,4.04835414886475,4.15213108062744,3.84902501106262,4.064593792,5708567,344106144,"FTT",""
"2020-11-21",0.468338996171951,0.468338996171951,0.472505986690521,0.449185013771057,0.459950000047684,11739140,353777664,"GT",""
"2020-11-21",1.25580298900604,1.25580298900604,1.26470804214478,1.12796294689178,1.18503904342651,60773309,8602705,"SRM",""
"2020-11-22",0.114113003015518,0.114113003015518,0.137998998165131,0.114113003015518,0.137439996004105,378847,15615850,"ALEPH",""
"2020-11-22",4.06459617614746,4.06459617614746,4.23117303848267,4.00994920730591,4.23017883300781,9774758,344106144,"FTT",""
"2020-11-22",0.459946006536484,0.459946006536484,0.473995000123978,0.45634201169014,0.472570985555649,9698538,353777664,"GT",""
"2020-11-22",1.18503904342651,1.18503904342651,1.35681295394897,1.16140902042389,1.27684795856476,68037970,8602705,"SRM",""
"2020-11-23",0.137436002492905,0.137436002492905,0.142435997724533,0.130226001143456,0.136395007371902,277913,15615850,"ALEPH",""
"2020-11-23",0.29703049,0.29703049,0.4190083,0.28077361,0.31755797,983420329.29,363692603.55,"ALGO",""
"2020-11-23",2.59469634,2.59469634,2.84776107,2.22026667,2.28569003,23266473.05,76329935,"AR",""
"2020-11-23",0.12730272,0.12730272,0.15682914,0.09014458,0.1301591,18620710.38,15619092,"AUDIO",""
"2020-11-23",3.88996878,3.88996878,4.40034345,3.30287778,3.70431158,131084367.48,90755633.81,"AVAX",""
"2020-11-23",2.00387274,2.00387274,2.08632911,1.70791763,1.81755963,26261705.15,226191146,"CELO",""
"2020-11-23",0.01109274,0.01109274,0.01460586,0.01098699,0.01162741,87603086.54,57215422.81,"CHZ",""
"2020-11-23",116.20436962,116.20436962,139.56189254,99.10148275,110.529304,1027209172.88,462331771,"COMP",""
"2020-11-23",0.26130095,0.26130095,0.27933905,0.22486329,0.2360681,504558.8,2821348,"DODO",""
"2020-11-23",5.4818537,5.4818537,6.07569416,4.45948111,5.19035218,6287436981.5,4576446420.03,"DOT",""
"2020-11-23",0.00820312,0.00820312,0.00868159,0.00689287,0.00722322,5750007.19,0,"EDG",""
"2020-11-23",8.00078787,8.00078787,10.07744477,7.9518445,8.92660715,111248695.18,122389184.65,"EGLD",""
"2020-11-23",0.01873686,0.01873686,0.02546799,0.01674601,0.01928388,91509126.86,48882969.58,"FTM",""
"2020-11-23",4.23140716552734,4.23140716552734,4.40522289276123,4.193584919,4.36375188827515,11194673,344106144,"FTT",""
"2020-11-23",0.472571999,0.472571999,0.488757014274597,0.459212989,0.47941801,12907756,353777664,"GT",""
"2020-11-23",0.03366137,0.03366137,0.03822875,0.0310223,0.03365561,160001922.35,209667550.13,"HBAR",""
"2020-11-23",0.18836903,0.18836903,0.24881709,0.1601532,0.16831285,2924103.1,8402863.35,"KDA",""
"2020-11-23",0.24515753,0.24515753,0.40793181,0.24322325,0.34371222,6098172.62,74557628,"KEEP",""
"2020-11-23",0.01903588,0.01903588,0.02382566,0.01584726,0.01885621,135453090.35,89713303,"MATIC",""
"2020-11-23",1.07098174,1.07098174,1.29822702,0.9063862,1.01459373,260811387.83,199784686,"NEAR",""
"2020-11-23",2.67351339,2.67351339,2.72530902,1.62296092,2.04612021,6617061.24,1750109,"RARI",""
"2020-11-23",0.02209585,0.02209585,0.02605858,0.01594336,0.0195614,664729005.76,182899097,"RSR",""
"2020-11-23",0.99174915,0.99174915,1.03229975,0.97638139,1.01585464,181751.42,0,"RSV",""
"2020-11-23",643.04067272,643.04067272,777.39371729,147.81797348,241.57083058,39041299.6,7238187,"SFI",""
"2020-11-23",2.14484476,2.14484476,2.47758651,1.74149279,1.9151547,129542342.1,88124520.18,"SOL",""
"2020-11-23",1.27694594860077,1.27694594860077,1.32610595226288,1.19574499130249,1.23138201236725,76682554,8602705,"SRM",""
"2020-11-23",8.1687677,8.1687677,9.15201793,7.12799915,8.17366987,77607091.36,453626702,"UMA",""
"2020-11-23",3.6590533,3.6590533,4.47937112,3.11653759,3.55205527,6805029813.54,867998170,"UNI",""
"2020-11-24",0.136395007371902,0.136395007371902,0.179294005036354,0.135269999504089,0.158328995108604,661598,15615850,"ALEPH",""
"2020-11-24",4.36269903182983,4.36269903182983,4.406523228,4.09857797622681,4.16924810409546,7762402,344106144,"FTT",""
"2020-11-24",0.479631006717682,0.479631006717682,0.484169989824295,0.459715008735657,0.4668810069561,11964259,353777664,"GT",""
"2020-11-24",1.23104298114777,1.23104298114777,1.26628804206848,1.12454104423523,1.15383994579315,62379460,8602705,"SRM",""
"2020-11-25",0.158328995108604,0.158328995108604,0.159014001488686,0.120112001895905,0.136710003018379,656119,15615850,"ALEPH",""
"2020-11-25",4.16697597503662,4.16697597503662,4.21504688262939,3.64369297027588,3.92113208770752,28477920,344106144,"FTT",""
"2020-11-25",0.466899007558823,0.466899007558823,0.46823000907898,0.44022598862648,0.455603003501892,15659728,353777664,"GT",""
"2020-11-25",1.15340995788574,1.15340995788574,1.17476904392242,0.935042023658752,1.0274510383606,74008551,8602705,"SRM",""
"2020-11-26",0.13672000169754,0.13672000169754,0.139786005020142,0.129647001624107,0.130971997976303,152271,15615850,"ALEPH",""
"2020-11-26",3.92531299591064,3.92531299591064,4.01856708526611,3.79920101165771,3.98296809196472,7757141,344106144,"FTT",""
"2020-11-26",0.455709993839264,0.455709993839264,0.467352986335754,0.449577003717422,0.460034012794495,13883388,353777664,"GT",""
"2020-11-26",1.02751302719116,1.02751302719116,1.04506504535675,0.961483001708984,0.998130023479462,40830607,8602705,"SRM",""
"2020-11-27",0.130961000919342,0.130961000919342,0.136179000139236,0.127400994300842,0.133175000548363,176224,15615850,"ALEPH",""
"2020-11-27",3.98659706115723,3.98659706115723,4.16950798,3.94087195396423,4.1138129234314,5243671,344106144,"FTT",""
"2020-11-27",0.460034996271133,0.460034996271133,0.468199014663696,0.457639992237091,0.462215006351471,11921549,353777664,"GT",""
"2020-11-27",0.998032987117767,0.998032987117767,1.03024697303772,0.961525976657867,1.0163049697876,22013776,8602705,"SRM",""
"2020-11-28",0.133195996284485,0.133195996284485,0.134928002953529,0.125391006469727,0.134674996137619,250537,15615850,"ALEPH",""
"2020-11-28",4.11522579193115,4.11522579193115,4.29897499084473,4.07011222839355,4.28684282302856,5869147,344106144,"FTT",""
"2020-11-28",0.462233990430832,0.462233990430832,0.463892012834549,0.455853998661041,0.462882995605469,13986064,353777664,"GT",""
"2020-11-28",1.01647305488586,1.01647305488586,1.03513705730438,0.990055024623871,1.02198004722595,19009784,8602705,"SRM",""
"2020-11-29",0.13467800617218,0.13467800617218,0.139314994215965,0.130142003297806,0.13221900165081,213542,15615850,"ALEPH",""
"2020-11-29",4.28835296630859,4.28835296630859,4.68673181533813,4.28835296630859,4.68469619750977,29467742,344106144,"FTT",""
"2020-11-29",0.462848991155624,0.462848991155624,0.475385010242462,0.462848991155624,0.474463999271393,13357573,353777664,"GT",""
"2020-11-29",1.02195799350739,1.02195799350739,1.08502900600433,1.00734102725983,1.06099200248718,25792266,8602705,"SRM",""
"2020-11-30",0.13221700489521,0.13221700489521,0.138960003852844,0.130186006426811,0.131393998861313,190339,15615850,"ALEPH",""
"2020-11-30",0.31754934,0.31754934,0.37320364,0.301272,0.33714389,738276297.47,390094502.77,"ALGO",""
"2020-11-30",2.28565757,2.28565757,2.43623938,2.06545046,2.25052715,21885110.68,75155681,"AR",""
"2020-11-30",0.13015702,0.13015702,0.17201088,0.11856988,0.1570921,15315419.31,18851051,"AUDIO",""
"2020-11-30",3.70434574,3.70434574,3.89494867,3.49248357,3.59960891,142580228.74,88190418.35,"AVAX",""
"2020-11-30",1.81645708,1.81645708,1.90016301,1.74955687,1.79371287,14181266.97,223223472,"CELO",""
"2020-11-30",0.01162512,0.01162512,0.0134203,0.01156105,0.01265773,83495630.18,62285370.29,"CHZ",""
"2020-11-30",110.52547533,110.52547533,146.95527439,104.40711358,136.98855045,1433685381.5,595660520,"COMP",""
"2020-11-30",0.23606648,0.23606648,0.24087206,0.1886596,0.18971984,532074.75,2267420,"DODO",""
"2020-11-30",5.19030706,5.19030706,5.56402352,4.89215978,5.135868,4127698470.6,4547051375.88,"DOT",""
"2020-11-30",0.00722317,0.00722317,0.01161162,0.00681934,0.00874467,6246286.22,0,"EDG",""
